timestamp,close,high,low,open,volume,availability_time
2025-04-29,390.201171875,391.2508426713115,386.5768248872523,387.48784509297593,14974000,2025-04-30 09:00:00
2025-04-30,391.4093017578125,392.7956566127169,380.6947052715702,386.4976013857663,36461100,2025-05-01 09:00:00
2025-05-01,421.25567626953125,432.7327609318022,420.7605473528486,426.91004003637113,58938100,2025-05-02 09:00:00
2025-05-02,431.0393981933594,435.1588741169636,425.80092616148227,427.533877248033,30757400,2025-05-03 09:00:00
2025-05-05,431.9207458496094,435.2182909345157,427.9002714913439,428.652877068793,20136100,2025-05-06 09:00:00
2025-05-06,429.0885925292969,433.46554517602334,426.9694566129341,427.9894209087166,15104200,2025-05-07 09:00:00
2025-05-07,429.12823486328125,433.8517538131467,426.9100367836598,429.6134515274466,23295300,2025-05-08 09:00:00
2025-05-08,433.9012451171875,439.3476626606329,431.41568853142036,433.66356271096413,23491300,2025-05-09 09:00:00
2025-05-09,434.455810546875,436.4462081525218,431.63356980482325,435.7134270593174,15324200,2025-05-10 09:00:00
2025-05-12,444.88323974609375,444.99215360101994,435.495584693897,441.59557651706575,22821900,2025-05-13 09:00:00
2025-05-13,444.7643737792969,446.27946690563454,441.0211705280613,443.4176075446257,23618800,2025-05-14 09:00:00
2025-05-14,448.52734375,449.4779827199474,443.7741186799948,443.7741186799948,19902800,2025-05-15 09:00:00
2025-05-15,449.539306640625,452.5750561297104,446.86068990284366,447.19799203765865,21992300,2025-05-16 09:00:00
2025-05-16,450.67022705078125,450.7595102326154,445.17414935289,448.4678177382938,23849800,2025-05-17 09:00:00
2025-05-19,455.2337646484375,455.9480603525366,447.2277066057748,447.3070896149787,21336500,2025-05-20 09:00:00
2025-05-20,454.5393371582031,454.70797307292094,450.71983965496236,451.9797648957129,15441800,2025-05-21 09:00:00
2025-05-21,448.9837341308594,454.1524403651085,448.22974686474834,450.967885651573,19216900,2025-05-22 09:00:00
2025-05-22,451.2555847167969,456.6028878213618,450.3032004241896,451.34489818162797,18025600,2025-05-23 09:00:00
2025-05-23,446.6126403808594,450.0948358464348,445.3527151156796,446.4142434023006,16883500,2025-05-24 09:00:00
2025-05-27,457.03936767578125,457.29731705224054,452.5055743512772,452.86273735527834,20974300,2025-05-28 09:00:00
2025-05-28,453.7357177734375,458.8548319074409,453.309132497874,457.56514563572654,17086300,2025-05-29 09:00:00
2025-05-29,455.0453186035156,458.0612374989779,451.702028016876,457.89257129241645,13974800,2025-05-30 09:00:00
2025-05-30,456.7119445800781,458.02149174118404,451.93016282180776,456.07703188956276,34770500,2025-05-31 09:00:00
2025-06-02,458.3092346191406,458.44810948050275,453.2695031394806,453.51752207653715,16626500,2025-06-03 09:00:00
2025-06-03,459.30126953125,460.46201137480375,457.20797414521616,457.81315604121755,15743800,2025-06-04 09:00:00
2025-06-04,460.19415283203125,461.9997378828715,459.35088242690273,460.3231275179124,14162700,2025-06-05 09:00:00
2025-06-05,463.9739685058594,465.92835889810493,460.35289815926444,461.2755213187348,20131700,2025-06-06 09:00:00
2025-06-06,466.652587890625,469.58912358157227,465.0652606634985,466.3648774509946,15285600,2025-06-07 09:00:00
2025-06-09,469.0038146972656,469.67841894667356,464.90653697170796,465.9779957450024,16469900,2025-06-10 09:00:00
2025-06-10,467.1883239746094,469.0534009468453,463.25968221899245,467.45617352695865,15375900,2025-06-11 09:00:00
2025-06-11,468.87481689453125,471.7022387212418,465.93828127215454,466.29541399515057,16399200,2025-06-12 09:00:00
2025-06-12,475.0752868652344,476.6130223697302,469.7676758011157,471.2557893550323,18950600,2025-06-13 09:00:00
2025-06-13,471.1962890625,475.3828499324856,469.0137405811006,472.6348110082228,16814500,2025-06-14 09:00:00
2025-06-16,475.3431701660156,476.8808754060361,471.23596219473825,471.44428961660435,15626100,2025-06-17 09:00:00
2025-06-17,474.25189208984375,474.9463269378011,470.3232503868908,471.63279762120845,15414100,2025-06-18 09:00:00
2025-06-18,476.4344177246094,477.1884049341582,470.70022147094187,474.2121778763568,17526500,2025-06-19 09:00:00
2025-06-20,473.6169738769531,479.6289507141904,473.09117492174096,478.4087168746746,37576200,2025-06-21 09:00:00
2025-06-23,482.1488037109375,483.884936234588,468.76571183115124,474.42052531416374,24864000,2025-06-24 09:00:00
2025-06-24,486.2261962890625,487.9524285572733,482.9424282150726,485.07541514458467,22305600,2025-06-25 09:00:00
2025-06-25,488.3691101074219,490.64097201284227,485.5119574284625,488.1409520653471,17495100,2025-06-26 09:00:00
2025-06-26,493.5080871582031,494.09340820956044,488.9048412091741,489.0735074056833,21578900,2025-06-27 09:00:00
2025-06-27,492.0100402832031,495.3434002058453,489.12309627390664,493.60726767719865,34539200,2025-06-28 09:00:00
2025-06-30,493.4684143066406,496.79187420420715,491.4048797426009,493.101351114434,28369000,2025-07-01 09:00:00
2025-07-01,488.1508483886719,494.10330273882704,487.08935037246306,492.53583641461546,19945400,2025-07-02 09:00:00
2025-07-02,487.198486328125,489.5893925672679,484.82744098086494,486.107196925814,16319600,2025-07-03 09:00:00
2025-07-03,494.8870849609375,496.16687121115365,489.52988173373706,489.89694493303733,13984800,2025-07-04 09:00:00
2025-07-07,493.77593994140625,494.7977767455099,491.3056810299541,493.4386378219278,13981600,2025-07-08 09:00:00
2025-07-08,492.68463134765625,494.25212791462184,490.1945116420166,493.2997134401056,11846600,2025-07-09 09:00:00
2025-07-09,499.5200500488281,502.76412671878114,495.77990524850594,496.3354652236218,18659500,2025-07-10 09:00:00
2025-07-10,497.50616455078125,500.4427003321828,493.80571105535574,499.0637004891913,16492100,2025-07-11 09:00:00
2025-07-11,499.33154296875,501.0279839194423,493.85526578992295,494.51996982276876,16459500,2025-07-12 09:00:00
2025-07-14,499.033935546875,499.9764196247383,497.0597144820079,497.5458219138798,12058800,2025-07-15 09:00:00
2025-07-15,501.8117370605469,504.27206541624594,498.805748905247,499.033906939414,14927200,2025-07-16 09:00:00
2025-07-16,501.61334228515625,502.70463167926073,497.9129190668174,501.1768265275145,15154400,2025-07-17 09:00:00
2025-07-17,507.6451721191406,509.3019216630888,501.61333461976557,501.67285674255714,17503100,2025-07-18 09:00:00
2025-07-18,506.0082092285156,510.5618634291492,503.40897568442307,510.4030974050004,21209700,2025-07-19 09:00:00
2025-07-21,506.0181579589844,508.03210080948105,501.54388660874696,502.69469811942383,14066800,2025-07-22 09:00:00
2025-07-22,501.26611328125,507.1491456054249,501.26611328125,506.92095727911294,13868600,2025-07-23 09:00:00
2025-07-23,501.861328125,502.77405108780124,496.7323137246232,502.7343595827018,16396600,2025-07-24 09:00:00
2025-07-24,506.8316650390625,509.59953458867506,503.28001689239056,504.73836945889843,16107000,2025-07-25 09:00:00
2025-07-25,509.6392517089844,514.1829150146133,506.3157616392057,508.409026924469,19125700,2025-07-26 09:00:00
2025-07-28,508.4388122558594,510.91900158393673,506.07766717141,510.0063088656235,14308000,2025-07-29 09:00:00
2025-07-29,508.5082702636719,513.5182406496896,507.50626407616875,511.4448362580723,16469200,2025-07-30 09:00:00
2025-07-30,509.1729431152344,511.86149016920456,505.4030674134904,511.08764202727673,26380400,2025-07-31 09:00:00
2025-07-31,529.2723388671875,551.0484106553389,527.6850421089878,550.8301225339796,51617300,2025-08-01 09:00:00
2025-08-01,519.956787109375,531.5541546097426,516.7325410439772,530.7605061500977,28977600,2025-08-02 09:00:00
2025-08-04,531.3954467773438,533.9847498429226,523.9449485218581,524.0838536533402,25349000,2025-08-05 09:00:00
2025-08-05,523.5679321289062,533.0422426180032,523.0619638515897,532.9231983823397,19171600,2025-08-06 09:00:00
2025-08-06,520.7802124023438,527.4866537198485,519.8774501718309,526.6930052823053,21355700,2025-08-07 09:00:00
2025-08-07,516.7127075195312,523.9052559727172,513.4487398823029,522.6254396329194,16079100,2025-08-08 09:00:00
2025-08-08,517.9032592773438,520.5024931820143,515.2940949258492,518.4588193359411,15531000,2025-08-09 09:00:00
2025-08-11,517.6353759765625,523.4092640243366,515.6015722772428,518.1611446296885,20194400,2025-08-12 09:00:00
2025-08-12,525.0462036132812,526.7724058726347,518.5580494708657,519.5997169841131,18667000,2025-08-13 09:00:00
2025-08-13,516.4547729492188,528.478725311786,515.2543395813665,527.8933740196283,19619200,2025-08-14 09:00:00
2025-08-14,518.3396606445312,521.7821945996749,516.0182375574066,518.4190436500928,20269100,2025-08-15 09:00:00
2025-08-15,516.0480346679688,521.9310366989816,514.9667059909838,518.6274679925785,25213300,2025-08-16 09:00:00
2025-08-18,513.0023193359375,518.6770238166106,509.9467697824549,517.4567900842618,23760600,2025-08-19 09:00:00
2025-08-19,505.73046875,511.0777415589167,504.5201350651639,510.919036073865,21481000,2025-08-20 09:00:00
2025-08-20,501.7125244140625,506.9506829011106,500.44266872858867,505.8296325155463,27723000,2025-08-21 09:00:00
2025-08-21,501.0666198730469,504.43529989468334,499.55619671725805,500.5200933584279,18443300,2025-08-22 09:00:00
2025-08-22,504.0378112792969,507.51578439064156,499.248138173549,501.07655468445085,24324200,2025-08-23 09:00:00
2025-08-25,501.0865173339844,504.9917771303553,500.9473838488724,503.44159720621536,21638600,2025-08-26 09:00:00
2025-08-26,498.8804931640625,501.801993130018,495.3727099158942,501.1858695359189,30835700,2025-08-27 09:00:00
2025-08-27,503.5509033203125,504.09746017877256,496.75395340313815,498.8407434548062,17277900,2025-08-28 09:00:00
2025-08-28,506.4326477050781,507.87350408410515,502.3186878124423,503.89867767213724,18015600,2025-08-29 09:00:00
2025-08-29,503.5011901855469,506.39287997665497,501.3150235761296,505.458793364042,20961600,2025-08-30 09:00:00
2025-09-02,501.9410705566406,502.81553721257154,493.68337117589067,497.32034095368414,18128000,2025-09-03 09:00:00
2025-09-03,502.1696472167969,504.5942937991858,499.1587173668126,500.6194673133705,16345100,2025-09-04 09:00:00
2025-09-04,504.7731628417969,504.95202275876863,499.983489561643,501.1262461318779,15509500,2025-09-05 09:00:00
2025-09-05,491.884765625,508.74796779288187,489.27131242222254,505.86622472604114,31994800,2025-09-06 09:00:00
2025-09-08,495.06463623046875,498.04575600626316,491.91457299081776,494.97517595073856,16771000,2025-09-09 09:00:00
2025-09-09,495.2733154296875,499.0891451753406,494.5677922273047,498.27429847652155,14410500,2025-09-10 09:00:00
2025-09-10,497.2209777832031,500.06299449245154,493.5939546766565,499.81456783685906,21611800,2025-09-11 09:00:00
2025-09-11,497.85699462890625,500.0034047018473,494.7466878610638,499.0891812108548,18881600,2025-09-12 09:00:00
2025-09-12,506.6910095214844,509.32432605160386,500.67909648146514,503.4614629424367,23624900,2025-09-13 09:00:00
2025-09-15,512.1166381835938,512.2259313574772,503.80926524972944,505.58800862213144,17143800,2025-09-16 09:00:00
2025-09-16,505.83642578125,513.9748550906477,505.3991924428879,513.6270820344445,19711900,2025-09-17 09:00:00
2025-09-17,506.81024169921875,508.07226852063866,502.74598524416496,507.4064717390096,15816600,2025-09-18 09:00:00
2025-09-18,505.2501525878906,509.84107240669834,504.4651158521554,508.270998935228,18913700,2025-09-19 09:00:00
2025-09-19,514.6704711914062,516.0318444319288,507.09843147001845,507.34685812925306,52474100,2025-09-20 09:00:00
2025-09-22,511.21240234375,514.48167541423,509.3143886623668,512.3452424901319,20009300,2025-09-23 09:00:00
2025-09-23,506.0252685546875,511.35155218118825,504.1173383670773,510.5664850795932,19799600,2025-09-24 09:00:00
2025-09-24,506.9394226074219,509.2547456727144,503.72976965544393,507.16798604562155,13533700,2025-09-25 09:00:00
2025-09-25,503.83905029296875,506.8003068435259,501.8615838862597,505.1010467430239,15786500,2025-09-26 09:00:00
2025-09-26,508.2411804199219,510.70558375978015,503.4316440082871,506.849997214163,16213100,2025-09-27 09:00:00
2025-09-29,511.3613586425781,513.5971983462931,505.6773863749633,508.28089264453985,17617800,2025-09-30 09:00:00
2025-09-30,514.6903686523438,514.8990082310244,506.45253207823936,510.0099885223437,19728200,2025-10-01 09:00:00
2025-10-01,516.4392700195312,517.2342231556227,508.4697238165545,511.56013673304216,22632300,2025-10-02 09:00:00
2025-10-02,512.4942626953125,518.3173691617891,507.4661094259624,514.3823296081488,21222900,2025-10-03 09:00:00
2025-10-03,514.0940551757812,517.2143082734997,511.75886906280147,513.8456285403139,15112300,2025-10-04 09:00:00
2025-10-06,525.2435302734375,527.6880704621805,514.9387971845453,515.3461902238155,21388600,2025-10-07 09:00:00
2025-10-07,520.682373046875,526.4657528279373,518.1583800775612,524.9652461341774,14615200,2025-10-08 09:00:00
2025-10-08,521.546875,523.6336952116123,519.7980023635643,519.9868090400763,13363400,2025-10-09 09:00:00
2025-10-09,519.1123657226562,521.0302122328587,514.1438325922749,519.0527457511332,18343600,2025-10-10 09:00:00
2025-10-10,507.74432373046875,520.2849266906686,506.42270727517143,516.3697201998212,24133800,2025-10-11 09:00:00
2025-10-13,510.8148498535156,513.159982800976,508.45977013619586,513.159982800976,14284200,2025-10-14 09:00:00
2025-10-14,510.3379211425781,512.0371813139038,502.8155546768959,507.01894463812107,14684300,2025-10-15 09:00:00
2025-10-15,510.19879150390625,513.93513816427,506.7903850161382,511.71919177145384,14694700,2025-10-16 09:00:00
2025-10-16,508.3902282714844,513.597241245564,504.93214864922606,509.3541552294708,15559600,2025-10-17 09:00:00
2025-10-17,510.3478698730469,512.235876086287,504.1173098719632,505.8364332653001,19867800,2025-10-18 09:00:00
2025-10-20,513.53759765625,515.4356111738924,510.19875812962454,511.37132460679527,14665600,2025-10-21 09:00:00
2025-10-21,514.4021606445312,515.4257076122852,509.81124074780416,514.2431942660954,15586200,2025-10-22 09:00:00
2025-10-22,517.2640991210938,521.9245862885218,514.4519526367303,517.8703063443006,18962700,2025-10-23 09:00:00
2025-10-23,517.283935546875,520.6526156742948,515.3461954332505,519.1720024577996,14023500,2025-10-24 09:00:00
2025-10-24,520.314697265625,522.0437370421222,517.4329845218087,519.499850577073,15532400,2025-10-25 09:00:00
2025-10-27,528.1749877929688,531.2157277722118,525.6807743511338,528.4333612309177,18734700,2025-10-28 09:00:00
2025-10-28,538.6585693359375,550.2352153811122,537.366762825241,546.5386557673307,29986700,2025-10-29 09:00:00
2025-10-29,538.141845703125,542.8321728172806,533.3521721804118,541.510525937623,36023000,2025-10-30 09:00:00
2025-10-30,522.4512329101562,531.6032326010347,518.834126044735,527.1414993194383,41023100,2025-10-31 09:00:00
2025-10-31,514.5512084960938,525.9887810857076,511.85824179468614,525.5515477587454,34006400,2025-11-01 09:00:00
2025-11-03,513.7761840820312,521.6562706261378,511.35153740299523,516.5386570612455,22374700,2025-11-04 09:00:00
2025-11-04,511.0931701660156,512.3054631947169,504.64399323613884,508.53933673798264,20958700,2025-11-05 09:00:00
2025-11-05,503.96826171875,511.5900049686576,503.39189488693165,510.06960470137113,23024300,2025-11-06 09:00:00
2025-11-06,493.9715576171875,502.51744045426454,492.6896676102462,502.47768369906356,27406500,2025-11-07 09:00:00
2025-11-07,493.6933288574219,496.2372153715257,490.1457889557352,493.8225155697467,24019800,2025-11-08 09:00:00
2025-11-10,502.8155517578125,503.66020845333964,495.66085193460816,496.8930687697553,26101500,2025-11-11 09:00:00
2025-11-11,505.4786682128906,506.39289163210333,499.18851875070465,501.6230817360039,17980000,2025-11-12 09:00:00
2025-11-12,507.9232482910156,508.449911619763,495.97887455805096,506.15442128351987,26574900,2025-11-13 09:00:00
2025-11-13,500.1225891113281,510.26832472026865,498.1351759673349,507.098398329558,25273100,2025-11-14 09:00:00
2025-11-14,506.9692077636719,508.38028442839277,494.30939583697693,495.09443251402297,28505700,2025-11-15 09:00:00
2025-11-17,504.2961730957031,508.8970396915909,501.73242330739504,505.2501533046029,19092800,2025-11-18 09:00:00
2025-11-18,490.6824035644531,499.8145698875434,483.71651040889276,492.2524466910109,33815100,2025-11-19 09:00:00
2025-11-19,484.0543518066406,492.0735713081103,479.79134202204426,487.0156083775533,23245300,2025-11-20 09:00:00
2025-11-20,476.308837890625,491.38172816347884,473.39183555424523,490.525525238351,26802500,2025-11-21 09:00:00
2025-11-21,470.0268249511719,476.796695003642,466.19388806310616,476.3785437287191,31769200,2025-11-22 09:00:00
2025-11-24,471.89849853515625,474.7856351712577,465.94500021095376,472.8940649877621,34421000,2025-11-25 09:00:00
2025-11-25,474.8752136230469,477.0256407210385,462.82888433135173,471.9681767111092,28019800,2025-11-26 09:00:00
2025-11-26,483.3475341796875,486.14507360501653,479.06661039650686,484.1539406114854,25709100,2025-11-27 09:00:00
2025-11-28,489.82867431640625,490.44592067381114,484.49242217644115,485.4382224868377,14386700,2025-11-29 09:00:00
2025-12-01,484.5820007324219,487.68816317334665,482.5012705124726,486.27447583839387,23964000,2025-12-02 09:00:00
2025-12-02,487.82757568359375,491.312058367048,484.16389832530854,484.56211884124775,19562700,2025-12-03 09:00:00
2025-12-03,475.6119689941406,482.09308589504883,473.0931871020635,474.2082166599713,34615100,2025-12-04 09:00:00
2025-12-04,478.70819091796875,479.1860737742951,474.377470578239,477.6329924690825,22318200,2025-12-05 09:00:00
2025-12-05,481.01788330078125,481.2568095233099,476.7568601661199,480.3807061976695,22608700,2025-12-06 09:00:00
2025-12-08,488.8430480957031,490.11737199051475,482.2325023858298,482.74025101921535,21965900,2025-12-09 09:00:00
2025-12-09,489.8385925292969,489.93815525049575,486.33420957194573,486.93155551686203,14696100,2025-12-10 09:00:00
2025-12-10,476.43829345703125,482.10306917330496,472.9737111601482,481.88404333185355,35756200,2025-12-11 09:00:00
2025-12-11,481.3265075683594,483.8751552220924,473.750231167373,474.51683677020293,24669200,2025-12-12 09:00:00
2025-12-12,476.4084167480469,480.31105063829824,474.22812377070755,477.69270598810584,21248100,2025-12-13 09:00:00
2025-12-15,472.7148742675781,478.588710310573,470.42505317808707,477.97146396596463,23727700,2025-12-16 09:00:00
2025-12-16,474.2779235839844,475.7712732838117,468.79234263095657,469.8177748762136,20705600,2025-12-17 09:00:00
2025-12-17,474.00909423828125,477.8718969329872,472.8940646732686,474.79560024235434,24527200,2025-12-18 09:00:00
2025-12-18,481.8342590332031,487.4293375934554,475.7712630284666,476.06992080908344,28573500,2025-12-19 09:00:00
2025-12-19,483.7656555175781,485.68709144559693,480.35083955461556,485.1992432324443,70836100,2025-12-20 09:00:00
2025-12-22,482.7701110839844,486.5632169440421,480.5499868948874,483.9647726311972,16963000,2025-12-23 09:00:00
2025-12-23,484.6915283203125,485.66716398872717,482.59086732909867,482.8298239351052,14683600,2025-12-24 09:00:00
2025-12-24,485.8563232421875,486.99128356758627,482.680463867149,483.5267014178325,5855900,2025-12-25 09:00:00
2025-12-26,485.5476989746094,485.9558848600665,483.8054577080926,484.5521325365998,8842200,2025-12-27 09:00:00
2025-12-29,484.9404296875,486.1848877649252,482.0333622504328,482.71034015280554,10893400,2025-12-30 09:00:00
2025-12-30,485.3187255859375,487.5089534635432,483.3474931520442,483.77557941756965,13944500,2025-12-31 09:00:00
2025-12-31,481.4758605957031,485.97584057107747,481.15727202744546,485.6771523949816,15601600,2026-01-01 09:00:00
2026-01-02,470.84320068359375,482.5112407273309,468.07552715971417,482.24244872265706,25571600,2026-01-03 09:00:00
2026-01-05,470.7536315917969,473.9593569778809,467.4184776979013,471.95825856508776,25250300,2026-01-06 09:00:00
2026-01-06,476.3885192871094,476.617480129593,467.6673473241013,471.69937935780575,23037700,2026-01-07 09:00:00
2026-01-07,481.3265075683594,487.5288974221053,475.83099176167434,477.63296458601815,25564200,2026-01-08 09:00:00
2026-01-08,475.9902648925781,480.5201105081445,473.7502403609407,479.10639276886474,18162600,2026-01-09 09:00:00
2026-01-09,477.15509033203125,477.6927047258898,470.106493184136,471.9582322108041,18491000,2026-01-10 09:00:00
2026-01-12,475.06439208984375,478.85749783991434,473.57104241242143,474.5566738594685,23519900,2026-01-13 09:00:00
2026-01-13,468.5832824707031,473.6706125344443,463.88420753037366,472.57548334410274,28545800,2026-01-14 09:00:00
2026-01-14,457.34332275390625,466.1242261748137,455.1431293963808,464.3919198839424,28184300,2026-01-15 09:00:00
2026-01-15,454.6353759765625,462.19172164087615,453.8787357567712,462.062293141988,23225800,2026-01-16 09:00:00
2026-01-16,457.8211669921875,461.1364202404358,454.45617795729186,455.8001683410004,34246700,2026-01-17 09:00:00
2026-01-20,452.5048828125,454.77477325819245,447.2881239806389,449.2195254560932,26130000,2026-01-21 09:00:00
2026-01-21,442.1410217285156,450.6829992738946,436.7351029497524,450.5934019351739,37980500,2026-01-22 09:00:00
2026-01-22,449.1398620605469,450.8323067932568,442.7284117030413,445.6354487179439,25349400,2026-01-23 09:00:00
2026-01-23,463.8841857910156,469.01134678020316,448.5325382185013,449.8665935761158,38000200,2026-01-24 09:00:00
2026-01-26,468.19500732421875,472.1474075016215,459.9517180089597,463.2470406576191,29291200,2026-01-27 09:00:00
2026-01-27,478.4493103027344,480.72916597612596,471.0622242712429,471.5998386603028,29213900,2026-01-28 09:00:00
2026-01-28,479.49468994140625,481.59532063648624,475.8807787479093,481.06767161592717,36875400,2026-01-29 09:00:00
2026-01-29,431.57806396484375,440.5381621786467,419.1533835040837,438.0392806211351,128855300,2026-01-30 09:00:00
2026-01-30,428.38232421875,437.65104604221966,424.5593524472701,437.2229597325442,58566800,2026-01-31 09:00:00
2026-02-02,421.49298095703125,428.8303011436502,420.37795134689077,428.33251789753194,42219900,2026-02-03 09:00:00
2026-02-03,409.3868713378906,420.178808008447,406.7486263222299,420.1390072256922,61424100,2026-02-04 09:00:00
2026-02-04,412.3536682128906,417.9387813848693,407.4256021580933,409.1778088233149,45012400,2026-02-05 09:00:00
2026-02-05,391.9246520996094,406.4897635323938,390.5806313349955,405.6335909812077,66289200,2026-02-06 09:00:00
2026-02-06,399.3615417480469,400.0086538663787,391.17798428483076,397.4002746193236,53515300,2026-02-07 09:00:00
2026-02-09,411.76629638671875,413.05058563481117,399.0927243377603,403.0550898097971,45480500,2026-02-10 09:00:00
2026-02-10,411.437744140625,421.80159473973595,410.8702943432265,417.75959730190846,44857900,2026-02-11 09:00:00
2026-02-11,402.57720947265625,414.61360447479314,399.23212070980424,414.3348470778888,42491000,2026-02-12 09:00:00
2026-02-12,400.05841064453125,404.3990960787573,396.24540458526855,403.20440420967,40802400,2026-02-13 09:00:00
2026-02-13,399.5407409667969,403.7420326637702,396.2852191820681,402.65686886295305,34091600,2026-02-14 09:00:00
